x/d,y/d,Cfr,Cfv
0.5,0.8515,-0.054030602,0.544233482
0.5,0.85175,-0.055021292,0.546111176
0.5,0.851875,-0.054512278,0.545936148
0.5,0.852,-0.053521718,0.545007071
0.5,0.85225,-0.051727836,0.540632248
0.5,0.852375,-0.048072711,0.538330546
0.5,0.8525,-0.046197113,0.53674734
0.5,0.852625,-0.046349263,0.535925262
0.5,0.852875,-0.058168158,0.50523875
0.5,0.853,-0.057456412,0.517358933
0.5,0.853125,-0.056959858,0.528061883
0.5,0.85325,-0.059452041,0.532413422
0.5,0.8535,-0.068755644,0.537909736
0.5,0.853625,-0.073577735,0.543313283
0.5,0.85375,-0.078831943,0.549237212
0.5,0.854,-0.078036616,0.568029097
0.5,0.854125,-0.071085388,0.576724952
0.5,0.85425,-0.064312423,0.58274924
0.5,0.854375,-0.058755256,0.586191738
0.5,0.854625,-0.048522465,0.592162214
0.5,0.85475,-0.045156058,0.593178144
0.5,0.854875,-0.042307316,0.591903509
0.5,0.855,-0.039832529,0.587456872
0.5,0.85525,-0.038451332,0.576378157
0.5,0.855375,-0.039743534,0.568562928
0.5,0.8555,-0.041939513,0.560076053
0.5,0.85575,-0.047973974,0.548311478
0.5,0.855875,-0.052136415,0.548242535
0.5,0.856,-0.054440507,0.550068828
0.5,0.856125,-0.05340785,0.552480021
0.5,0.856375,-0.048153866,0.558585704
0.5,0.8565,-0.047123352,0.558723809
0.5,0.856625,-0.046188101,0.557435735
0.5,0.856875,-0.04391883,0.552461506
0.5,0.857,-0.042990492,0.546125671
0.5,0.857125,-0.041943338,0.538793518
0.5,0.85725,-0.0413144,0.532130634
0.5,0.8575,-0.046807072,0.523387711
0.5,0.857625,-0.049810411,0.524330479
0.5,0.85775,-0.051405216,0.526736936
0.5,0.857875,-0.051100677,0.528083321
0.5,0.858125,-0.048169449,0.527564918
0.5,0.85825,-0.046052338,0.526239522
0.5,0.858375,-0.04385706,0.523728531
0.5,0.858625,-0.042680107,0.519282409
0.5,0.85875,-0.044965141,0.518229606
0.5,0.858875,-0.049219908,0.518494979
0.5,0.859,-0.054138502,0.520789162
0.5,0.85925,-0.063395618,0.527848815
0.5,0.859375,-0.067854879,0.531202831
0.5,0.8595,-0.071695751,0.535514799
0.5,0.859625,-0.075267593,0.540158385
0.5,0.859875,-0.080225787,0.549132397
0.5,0.86,-0.08064048,0.5545316
0.5,0.860125,-0.077992715,0.559857553
0.5,0.860375,-0.068387983,0.568772673
0.5,0.8605,-0.064859746,0.572246033
0.5,0.860625,-0.061396767,0.575445537
0.5,0.86075,-0.058583984,0.578886502
0.5,0.861,-0.053631398,0.581917029
0.5,0.861125,-0.052502283,0.58020322
0.5,0.86125,-0.051632214,0.578111662
0.5,0.861375,-0.050836677,0.577212588
0.5,0.861625,-0.050032477,0.574509463
0.5,0.86175,-0.049310326,0.572533277
0.5,0.861875,-0.048302378,0.571530919
0.5,0.862125,-0.044106514,0.572115494
0.5,0.86225,-0.041121825,0.571486223
0.5,0.862375,-0.038271437,0.571058411
0.5,0.8625,-0.035849038,0.569927215
0.5,0.86275,-0.034772091,0.55896587
0.5,0.862875,-0.037452421,0.548995999
0.5,0.863,-0.043081233,0.540357394
0.5,0.863125,-0.050035853,0.537461979
0.5,0.863375,-0.057492948,0.539978116
0.5,0.8635,-0.057553643,0.541473253
0.5,0.863625,-0.056412363,0.541921241
0.5,0.863875,-0.052519127,0.542506758
0.5,0.864,-0.05059324,0.541733486
0.5,0.864125,-0.04806321,0.541388985
0.5,0.86425,-0.04508466,0.539538415
0.5,0.8645,-0.040127311,0.533306834
0.5,0.864625,-0.037840023,0.527854087
0.5,0.86475,-0.036835544,0.521019
0.5,0.864875,-0.038885055,0.515178803
0.5,0.865125,-0.047891352,0.513158835
0.5,0.86525,-0.017130851,0.494783565
0.5,0.865375,-0.022164289,0.487764738
0.5,0.865625,-0.060007111,0.489965093
0.5,0.86575,-0.065859178,0.50065539
0.5,0.865875,-0.068941245,0.510681314
0.5,0.866,-0.071487398,0.515999141
0.5,0.86625,-0.075107137,0.522500145
0.5,0.866375,-0.075069396,0.527315314
0.5,0.8665,-0.071620736,0.533580371
0.5,0.866625,-0.065023146,0.539977815
0.5,0.866875,-0.053925522,0.550382844
0.5,0.867,-0.050027695,0.552830685
0.5,0.867125,-0.046945474,0.545887513
0.5,0.867375,-0.041204046,0.540922565
0.5,0.8675,-0.038005178,0.538796682
0.5,0.867625,-0.035361665,0.532395621
0.5,0.86775,-0.035050305,0.524995213
0.5,0.868,-0.036363873,0.508218336
0.5,0.868125,-0.037290172,0.502807506
0.5,0.86825,-0.038632365,0.497907695
0.5,0.868375,-0.040147654,0.505259586
0.5,0.868625,-0.043843066,0.495795198
0.5,0.86875,-0.044214394,0.492759973
0.5,0.868875,-0.044909938,0.48812108
0.5,0.869125,-0.043408429,0.485405364
0.5,0.86925,-0.043016943,0.485364528
0.5,0.869375,-0.042509224,0.485014183
0.5,0.8695,-0.041645565,0.485734474
0.5,0.86975,-0.040188981,0.484317204
0.5,0.869875,-0.040188983,0.483703479
0.5,0.87,-0.040544967,0.484093675
0.5,0.87025,-0.042167442,0.485049621
0.5,0.870375,-0.043146745,0.484738827
0.5,0.8705,-0.044820041,0.485088983
0.5,0.870625,-0.047197129,0.485920525
0.5,0.870875,-0.054226295,0.487503925
0.5,0.871,-0.059323936,0.490278082
0.5,0.871125,-0.065153275,0.493546877
0.5,0.87125,-0.070558094,0.495924958
0.5,0.8715,-0.077938438,0.506736457
0.5,0.871625,-0.077400762,0.513012515
0.5,0.87175,-0.074616406,0.518822825
0.5,0.872,-0.06546965,0.527936455
0.5,0.872125,-0.06009613,0.528928289
0.5,0.87225,-0.055513448,0.529739665
0.5,0.872375,-0.051425147,0.530973285
0.5,0.872625,-0.045160415,0.529432892
0.5,0.87275,-0.042035389,0.525128627
0.5,0.872875,-0.039214943,0.51929366
0.5,0.873,-0.037102771,0.512233654
0.5,0.87325,-0.037849945,0.494498402
0.5,0.873375,-0.041593854,0.486850863
0.5,0.8735,-0.044890469,0.486460619
0.5,0.87375,-0.045786264,0.488980308
0.5,0.873875,-0.047209881,0.49052029
0.5,0.874,-0.049841986,0.494412184
0.5,0.874125,-0.053238288,0.498005648
0.5,0.874375,-0.059359223,0.501898518
0.5,0.8745,-0.061662322,0.504906234
0.5,0.874625,-0.062918393,0.508334866
0.5,0.87475,-0.0631681,0.511277052
0.5,0.875,-0.061197285,0.513172094
0.5,0.875125,-0.061938253,0.511718312
0.5,0.87525,-0.065792977,0.509721985
0.5,0.8755,-0.069783514,0.517022729
0.5,0.875625,-0.066459007,0.530566237
0.5,0.87575,-0.061035164,0.531269008
0.5,0.875875,-0.056789269,0.52959714
0.5,0.876125,-0.050873185,0.539993303
0.5,0.87625,-0.050530073,0.540282239
0.5,0.876375,-0.050999999,0.536740683
0.5,0.8765,-0.051103438,0.533827909
0.5,0.87675,-0.050170677,0.529933084
0.5,0.876875,-0.050342403,0.525130913
0.5,0.877,-0.051031445,0.520198021
0.5,0.87725,-0.053363189,0.508908298
0.5,0.877375,-0.057203,0.501453912
0.5,0.8775,-0.061195986,0.502144333
0.5,0.877625,-0.062770857,0.509590488
0.5,0.877875,-0.061054545,0.52409577
0.5,0.878,-0.058951856,0.528360235
0.5,0.878125,-0.056099202,0.529108617
0.5,0.87825,-0.05434154,0.529496592
0.5,0.8785,-0.054425731,0.533533254
0.5,0.878625,-0.054830161,0.53714977
0.5,0.87875,-0.055463197,0.542196392
0.5,0.879,-0.054482796,0.541230898
0.5,0.879125,-0.05334507,0.537856697
0.5,0.87925,-0.051842881,0.532632631
0.5,0.879375,-0.050131111,0.527406175
0.5,0.879625,-0.044385069,0.524255196
0.5,0.87975,-0.037976433,0.520175902
0.5,0.879875,-0.033242355,0.513841731
0.5,0.88,-0.032924137,0.506018409
0.5,0.88025,-0.03865384,0.453407449
0.5,0.880375,-0.040735392,0.448212481
0.5,0.8805,-0.040915538,0.462481586
0.5,0.88075,-0.042914784,0.46561288
0.5,0.880875,-0.044775417,0.461017843
0.5,0.881,-0.046235752,0.458586928
0.5,0.881125,-0.046747763,0.461322969
0.5,0.881375,-0.046998178,0.46198724
0.5,0.8815,-0.043670944,0.462895097
0.5,0.881625,-0.042999346,0.46448936
0.5,0.88175,-0.045043811,0.465376404
0.5,0.882,-0.049336578,0.464648246
0.5,0.882125,-0.050873611,0.464910361
0.5,0.88225,-0.052280182,0.465589167
0.5,0.8825,-0.055286898,0.467180433
0.5,0.882625,-0.057431652,0.468402097
0.5,0.88275,-0.060141112,0.469546017
0.5,0.882875,-0.063053199,0.470381352
0.5,0.883125,-0.068947087,0.478768424
0.5,0.88325,-0.071167123,0.484203259
0.5,0.883375,-0.074060168,0.487977887
0.5,0.8835,-0.075583925,0.492445966
0.5,0.88375,-0.074146877,0.499396972
0.5,0.883875,-0.070789084,0.502299139
0.5,0.884,-0.06424929,0.518067373
0.5,0.88425,-0.059300701,0.515345099
0.5,0.884375,-0.055566695,0.520153269
0.5,0.8845,-0.051640949,0.524272164
0.5,0.884625,-0.048858214,0.523653129
0.5,0.884875,-0.044806986,0.516153673
0.5,0.885,-0.043490919,0.512977036
0.5,0.885125,-0.042625132,0.512425297
0.5,0.885375,-0.041807585,0.505634273
0.5,0.8855,-0.040516308,0.499912978
0.5,0.885625,-0.03915642,0.494127998
0.5,0.88575,-0.03819302,0.490391982
0.5,0.886,-0.039782182,0.485778388
0.5,0.886125,-0.042258597,0.482688643
0.5,0.88625,-0.045230398,0.480471037
0.5,0.886375,-0.048627137,0.479459434
0.5,0.886625,-0.055426953,0.482210307
0.5,0.88675,-0.057332781,0.487250023
0.5,0.886875,-0.058113164,0.490613905
0.5,0.887125,-0.055023962,0.493443308
0.5,0.88725,-0.052080348,0.495432945
0.5,0.887375,-0.049119526,0.498137003
0.5,0.8875,-0.047146049,0.500947149
0.5,0.88775,-0.045455144,0.498498016
0.5,0.887875,-0.043820669,0.495778941
0.5,0.888,-0.042081247,0.492829154
0.5,0.888125,-0.040714567,0.48963587
0.5,0.888375,-0.040836511,0.47687123
0.5,0.8885,-0.042388778,0.470654995
0.5,0.888625,-0.044349741,0.467289065
0.5,0.888875,-0.050316648,0.471627184
0.5,0.889,-0.055008694,0.47403582
0.5,0.889125,-0.058875103,0.474728308
0.5,0.88925,-0.061550599,0.476154193
0.5,0.8895,-0.065318235,0.485258248
0.5,0.889625,-0.065714865,0.490058771
0.5,0.88975,-0.064058904,0.492398599
0.5,0.889875,-0.061632249,0.496164292
0.5,0.890125,-0.05558699,0.510579386
0.5,0.89025,-0.052901624,0.514964207
0.5,0.890375,-0.050838259,0.515708437
0.5,0.890625,-0.048144364,0.51032749
0.5,0.89075,-0.04665522,0.509090379
0.5,0.890875,-0.045186958,0.507413328
0.5,0.891,-0.044280281,0.504427348
0.5,0.89125,-0.045011605,0.495076682
0.5,0.891375,-0.046592404,0.490003636
0.5,0.8915,-0.047903713,0.487918479
0.5,0.891625,-0.047818484,0.488789828
0.5,0.891875,-0.044957766,0.492465405
0.5,0.892,-0.043011849,0.49556881
0.5,0.892125,-0.039978435,0.500111473
0.5,0.892375,-0.036075372,0.497422575
0.5,0.8925,-0.036001489,0.490450545
0.5,0.892625,-0.036618023,0.482721669
0.5,0.89275,-0.039099834,0.475624631
0.5,0.893,-0.046364567,0.466170585
0.5,0.893125,-0.048383111,0.463635344
0.5,0.89325,-0.048051698,0.463732561
0.5,0.893375,-0.046965474,0.464332462
0.5,0.893625,-0.04535345,0.468218341
0.5,0.89375,-0.043654817,0.468453581
0.5,0.893875,-0.041994439,0.466277771
0.5,0.894125,-0.03972208,0.462686013
0.5,0.89425,-0.039421576,0.460808326
0.5,0.894375,-0.039455191,0.458265587
0.5,0.8945,-0.039613009,0.455376587
0.5,0.89475,-0.039708358,0.449391097
0.5,0.894875,-0.039475713,0.448403856
0.5,0.895,-0.039033219,0.449033236
0.5,0.895125,-0.038520231,0.449419987
0.5,0.895375,-0.037857164,0.449715712
0.5,0.8955,-0.038007182,0.449415259
0.5,0.895625,-0.038840986,0.449361925
0.5,0.895875,-0.042957641,0.451268786
0.5,0.896,-0.046648005,0.453437775
0.5,0.896125,-0.05144072,0.456687899
0.5,0.89625,-0.056701544,0.460568143
0.5,0.8965,-0.066801756,0.470312161
0.5,0.896625,-0.072256038,0.474536922
0.5,0.89675,-0.075380348,0.476171069
0.5,0.896875,-0.075500832,0.479308561
0.5,0.897125,-0.068845225,0.489383212
0.5,0.89725,-0.064039392,0.493359165
0.5,0.897375,-0.058806589,0.494503171
0.5,0.897625,-0.051910484,0.502821721
0.5,0.89775,-0.049385996,0.507085035
0.5,0.897875,-0.047371757,0.507424509
0.5,0.898,-0.046178441,0.507395403
0.5,0.89825,-0.045270271,0.506960681
0.5,0.898375,-0.045524308,0.505201249
0.5,0.8985,-0.045846577,0.503720536
0.5,0.89875,-0.04563488,0.500399258
0.5,0.898875,-0.044269374,0.501182456
0.5,0.899,-0.042165899,0.50113418
0.5,0.899125,-0.038653987,0.499453178
0.5,0.899375,-0.030256229,0.491970169
0.5,0.8995,-0.028895574,0.488077216
0.5,0.899625,-0.029753715,0.489105893
0.5,0.89975,-0.03553395,0.481102367
0.5,0.9,-0.042527335,0.463836221
0.5,0.900125,-0.042125326,0.459928004
0.5,0.90025,-0.040950757,0.457804215
0.5,0.9005,-0.039730048,0.452436129
0.5,0.900625,-0.039280851,0.45441635
0.5,0.90075,-0.039393526,0.459454826
0.5,0.900875,-0.039719096,0.459680297
0.5,0.901125,-0.03810005,0.453359693
0.5,0.90125,-0.036967846,0.452012784
0.5,0.901375,-0.036535091,0.45190191
0.5,0.9015,-0.03665658,0.451900065
0.5,0.90175,-0.037019969,0.45030413
0.5,0.901875,-0.037527673,0.449966857
0.5,0.902,-0.038167488,0.449961582
0.5,0.90225,-0.039852154,0.450216463
0.5,0.902375,-0.042157864,0.450152654
0.5,0.9025,-0.044525178,0.45099267
0.5,0.902625,-0.04709185,0.452570561
0.5,0.902875,-0.053003611,0.459593669
0.5,0.903,-0.058524764,0.461407484
0.5,0.903125,-0.063668931,0.463569552
0.5,0.90325,-0.068443029,0.46695617
0.5,0.9035,-0.074081394,0.477510519
0.5,0.903625,-0.072877258,0.48340623
0.5,0.90375,-0.069884381,0.489283064
0.5,0.904,-0.059903459,0.500451829
0.5,0.904125,-0.055524894,0.507984843
0.5,0.90425,-0.052471921,0.508336661
0.5,0.904375,-0.049720425,0.508377676
0.5,0.904625,-0.044834657,0.50953251
0.5,0.90475,-0.043184078,0.507482325
0.5,0.904875,-0.041683181,0.50453483
0.5,0.905,-0.040535036,0.501474234
0.5,0.90525,-0.0374645,0.494804917
0.5,0.905375,-0.0373993,0.490399947
0.5,0.9055,-0.037352067,0.486417873
0.5,0.90575,-0.040156813,0.47749617
0.5,0.905875,-0.04346717,0.47268678
0.5,0.906,-0.046575335,0.471924387
0.5,0.906125,-0.048164165,0.476752053
0.5,0.906375,-0.051725435,0.480564296
0.5,0.9065,-0.052352259,0.483480293
0.5,0.906625,-0.05183856,0.486331941
0.5,0.90675,-0.050778683,0.488489984
0.5,0.907,-0.049798529,0.489219276
0.5,0.907125,-0.049791217,0.486702357
0.5,0.90725,-0.049743314,0.485051617
0.5,0.9075,-0.04940767,0.488465609
0.5,0.907625,-0.047275957,0.491298167
0.5,0.90775,-0.044792239,0.485341134
0.5,0.907875,-0.042797847,0.47529731
0.5,0.908125,-0.039679296,0.461638488
0.5,0.90825,-0.040142292,0.453825947
0.5,0.908375,-0.041049395,0.449293109
0.5,0.9085,-0.042616888,0.448456998
0.5,0.90875,-0.044960497,0.4462749
0.5,0.908875,-0.0465849,0.44993867
0.5,0.909,-0.048733861,0.455407195
0.5,0.90925,-0.054923312,0.460274679
0.5,0.909375,-0.058682127,0.461627631
0.5,0.9095,-0.062608453,0.463987079
0.5,0.909625,-0.06640005,0.466753356
0.5,0.909875,-0.072707844,0.47472975
0.5,0.91,-0.073318679,0.47983837
0.5,0.910125,-0.070720349,0.485544373
0.5,0.91025,-0.066345156,0.490425886
0.5,0.9105,-0.058095047,0.49862166
0.5,0.910625,-0.055514751,0.499364588
0.5,0.91075,-0.052543102,0.498318908
0.5,0.911,-0.045760731,0.500603039
0.5,0.911125,-0.043869018,0.498836052
0.5,0.91125,-0.042907061,0.495759989
0.5,0.911375,-0.042396792,0.492442799
0.5,0.911625,-0.041666663,0.487352553
0.5,0.91175,-0.044239746,0.485738683
0.5,0.911875,-0.045705749,0.486008635
0.5,0.912,-0.046331457,0.488003285
0.5,0.91225,-0.042332905,0.492150678
0.5,0.912375,-0.04016335,0.491468593
0.5,0.9125,-0.038728409,0.488675554
0.5,0.91275,-0.036425483,0.457494381
0.5,0.912875,-0.037056853,0.450736486
0.5,0.913,-0.040012937,0.454692047
0.5,0.913125,-0.043079084,0.458485915
0.5,0.913375,-0.044012189,0.447985953
0.5,0.9135,-0.040232893,0.445542179
0.5,0.913625,-0.037419522,0.44676077
0.5,0.913875,-0.039286457,0.440687777
0.5,0.914,-0.04077226,0.438749695
0.5,0.914125,-0.041639391,0.438967179
0.5,0.91425,-0.042122818,0.440563914
0.5,0.9145,-0.043255444,0.443775416
0.5,0.914625,-0.046330389,0.443638701
0.5,0.91475,-0.047341027,0.442923109
0.5,0.914875,-0.047168268,0.442881841
0.5,0.915125,-0.048968182,0.445144955
0.5,0.91525,-0.058485003,0.432410916
0.5,0.915375,-0.062397763,0.430081785
0.5,0.915625,-0.060086268,0.450388333
0.5,0.91575,-0.061059329,0.455388911
0.5,0.915875,-0.061938778,0.458126731
0.5,0.916,-0.060804395,0.462839185
0.5,0.91625,-0.052622697,0.470535197
0.5,0.916375,-0.048154791,0.474700566
0.5,0.9165,-0.043952525,0.477452286
0.5,0.916625,-0.039601161,0.477981472
0.5,0.916875,-0.032090656,0.471152434
0.5,0.917,-0.029083127,0.464729293
0.5,0.917125,-0.027046831,0.455803616
0.5,0.917375,-0.028745059,0.437273475
0.5,0.9175,-0.03289128,0.433743471
0.5,0.917625,-0.03621904,0.432922351
0.5,0.91775,-0.037256241,0.432031663
0.5,0.918,-0.036636156,0.429945792
0.5,0.918125,-0.035917093,0.42925209
0.5,0.91825,-0.035310917,0.42768977
0.5,0.918375,-0.035313627,0.425934488
0.5,0.918625,-0.037826137,0.42570108
0.5,0.91875,-0.039881069,0.427138291
0.5,0.918875,-0.042107626,0.428856672
0.5,0.919125,-0.047820841,0.43180577
0.5,0.91925,-0.051247465,0.433585809
0.5,0.919375,-0.054969275,0.436398765
0.5,0.9195,-0.0593405,0.439899385
0.5,0.91975,-0.067477046,0.450407459
0.5,0.919875,-0.06830212,0.455403558
0.5,0.92,-0.066330372,0.459556102
0.5,0.920125,-0.062377811,0.465073708
0.5,0.920375,-0.053916267,0.474920505
0.5,0.9205,-0.050149268,0.47768565
0.5,0.920625,-0.046655139,0.478045014
0.5,0.920875,-0.041212247,0.475851541
0.5,0.921,-0.03953585,0.474435115
0.5,0.921125,-0.038351144,0.472956817
0.5,0.92125,-0.037324875,0.470729603
0.5,0.9215,-0.039026063,0.463857256
0.5,0.921625,-0.040710935,0.46074855
0.5,0.92175,-0.04291882,0.456182773
0.5,0.921875,-0.045184075,0.452555785
0.5,0.922125,-0.04864652,0.455318655
0.5,0.92225,-0.048590581,0.459163285
0.5,0.922375,-0.0472106,0.46371112
0.5,0.922625,-0.044349627,0.468540283
0.5,0.92275,-0.043301178,0.469271289
0.5,0.922875,-0.042156423,0.469698593
0.5,0.923,-0.040243023,0.470308274
0.5,0.92325,-0.036486222,0.465788418
0.5,0.923375,-0.035652648,0.463091965
0.5,0.9235,-0.035268194,0.46071702
0.5,0.923625,-0.035913981,0.457133988
0.5,0.923875,-0.036531464,0.448663265
0.5,0.924,-0.036783774,0.443419799
0.5,0.924125,-0.038112886,0.437456157
0.5,0.924375,-0.043898732,0.433868988
0.5,0.9245,-0.045694229,0.435437886
0.5,0.924625,-0.046329382,0.437350268
0.5,0.92475,-0.046412684,0.438835126
0.5,0.925,-0.044614763,0.440982129
0.5,0.925125,-0.043298848,0.440444674
0.5,0.92525,-0.041498522,0.438087236
0.5,0.925375,-0.039044196,0.434993211
0.5,0.925625,-0.037324723,0.429501989
0.5,0.92575,-0.038525022,0.427690398
0.5,0.925875,-0.039538479,0.426249819
0.5,0.926125,-0.041699251,0.428769669
0.5,0.92625,-0.043391215,0.430306637
0.5,0.926375,-0.045550798,0.430462017
0.5,0.9265,-0.047046682,0.430921114
0.5,0.92675,-0.048007384,0.432240276
0.5,0.926875,-0.04788183,0.432026566
0.5,0.927,-0.047122773,0.431779591
0.5,0.92725,-0.044402862,0.429999947
0.5,0.927375,-0.042971188,0.428736743
0.5,0.9275,-0.042150773,0.42778293
0.5,0.927625,-0.042150379,0.427004936
0.5,0.927875,-0.012267336,0.409044289
0.5,0.928,-0.033135506,0.40370981
0.5,0.928125,-0.048902017,0.404736297
0.5,0.92825,-0.056102961,0.410669812
0.5,0.9285,-0.059614293,0.420892751
0.5,0.928625,-0.05866138,0.423964973
0.5,0.92875,-0.055472017,0.426482715
0.5,0.929,-0.045049025,0.425072096
0.5,0.929125,-0.040486101,0.423983913
0.5,0.92925,-0.037147525,0.420129522
0.5,0.929375,-0.035820737,0.413998759
0.5,0.929625,-0.034671294,0.414168485
0.5,0.92975,-0.034055009,0.411968781
0.5,0.929875,-0.033338273,0.408698851
0.5,0.93,-0.031950356,0.405687143
0.5,0.93025,-0.031756557,0.400249424
0.5,0.930375,-0.033943677,0.400480669
0.5,0.9305,-0.036600371,0.401331633
0.5,0.93075,-0.043765311,0.407089927
0.5,0.930875,-0.052326874,0.408650741
0.5,0.931,-0.057284736,0.412067965
0.5,0.931125,-0.05915952,0.416641876
0.5,0.931375,-0.063091022,0.422118659
0.5,0.9315,-0.06419455,0.424427545
0.5,0.931625,-0.064633909,0.428406862
0.5,0.93175,-0.063210611,0.431411883
0.5,0.932,-0.055711279,0.434956574
0.5,0.932125,-0.052432116,0.436756208
0.5,0.93225,-0.049700703,0.437480437
0.5,0.9325,-0.0463496,0.447363704
0.5,0.932625,-0.04519661,0.44907968
0.5,0.93275,-0.04379368,0.448106376
0.5,0.932875,-0.042087837,0.448027356
0.5,0.933125,-0.039826202,0.449105839
0.5,0.93325,-0.039774099,0.446433934
0.5,0.933375,-0.040298938,0.441142491
0.5,0.9335,-0.04139917,0.436005207
0.5,0.93375,-0.043184954,0.434093462
0.5,0.933875,-0.043610515,0.434812827
0.5,0.934,-0.042988065,0.435408488
0.5,0.93425,-0.040552249,0.440018216
0.5,0.934375,-0.039807383,0.44310114
0.5,0.9345,-0.039384088,0.44624915
0.5,0.934625,-0.038254118,0.447743809
0.5,0.934875,-0.033883543,0.438397465
0.5,0.935,-0.03213385,0.428815292
0.5,0.935125,-0.032859903,0.418243893
0.5,0.93525,-0.035084268,0.41187784
0.5,0.9355,-0.037474985,0.407809119
0.5,0.935625,-0.036975361,0.406628841
0.5,0.93575,-0.03571975,0.407218145
0.5,0.936,-0.034949181,0.407010396
0.5,0.936125,-0.034809433,0.407376903
0.5,0.93625,-0.034485406,0.406014775
0.5,0.936375,-0.033767289,0.402824893
0.5,0.936625,-0.0326772,0.397092486
0.5,0.93675,-0.032585156,0.395624318
0.5,0.936875,-0.032824552,0.394995792
0.5,0.937,-0.033448629,0.395095701
0.5,0.93725,-0.035529201,0.397061624
0.5,0.937375,-0.036589714,0.397845394
0.5,0.9375,-0.037554312,0.398155745
0.5,0.93775,-0.039295884,0.39907014
0.5,0.937875,-0.039972022,0.399271865
0.5,0.938,-0.04065799,0.399114562
0.5,0.938125,-0.041264889,0.399132308
0.5,0.938375,-0.042106027,0.399766142
0.5,0.9385,-0.042349014,0.400356999
0.5,0.938625,-0.042747736,0.401149103
0.5,0.93875,-0.043052047,0.402296583
0.5,0.939,-0.043707637,0.404126309
0.5,0.939125,-0.043686111,0.404811703
0.5,0.93925,-0.043487015,0.405554629
0.5,0.9395,-0.042739224,0.405487494
0.5,0.939625,-0.042587545,0.404785789
0.5,0.93975,-0.042977967,0.404280048
0.5,0.939875,-0.044023466,0.403975211
0.5,0.940125,-0.048951102,0.404277691
0.5,0.94025,-0.052339224,0.406172724
0.5,0.940375,-0.055049658,0.412852746
0.5,0.9405,-0.056524952,0.41888683
0.5,0.94075,-0.054089263,0.421970596
0.5,0.940875,-0.051219595,0.422824797
0.5,0.941,-0.048922419,0.42315266
0.5,0.94125,-0.046066484,0.427357887
0.5,0.941375,-0.04476634,0.426049675
0.5,0.9415,-0.042985094,0.424218658
0.5,0.941625,-0.041346711,0.421560853
0.5,0.941875,-0.040860963,0.414129465
0.5,0.942,-0.042601988,0.415911178
0.5,0.942125,-0.044619892,0.416392093
0.5,0.942375,-0.044936842,0.412348415
0.5,0.9425,-0.044075702,0.41485213
0.5,0.942625,-0.043515845,0.416152973
0.5,0.94275,-0.044364157,0.378076743
0.5,0.943,-0.044390176,0.396424999
0.5,0.943125,-0.046098746,0.404945177
0.5,0.94325,-0.047662291,0.405039268
0.5,0.943375,-0.048547334,0.402645274
0.5,0.943625,-0.047758336,0.39969267
0.5,0.94375,-0.047130418,0.398218773
0.5,0.943875,-0.047709828,0.396880629
0.5,0.944125,-0.050690618,0.398510632
0.5,0.94425,-0.053764412,0.397635726
0.5,0.944375,-0.05478176,0.405117365
0.5,0.9445,-0.053842803,0.413474591
0.5,0.94475,-0.050262018,0.412722214
0.5,0.944875,-0.048220151,0.414891468
0.5,0.945,-0.046233448,0.42253175
0.5,0.945125,-0.044762394,0.427990751
0.5,0.945375,-0.04293131,0.430176177
0.5,0.9455,-0.042021148,0.428853503
0.5,0.945625,-0.041465489,0.425277265
0.5,0.945875,-0.039638066,0.415088971
0.5,0.946,-0.038600502,0.409864765
0.5,0.946125,-0.036846601,0.408850226
0.5,0.94625,-0.034941527,0.409419929
0.5,0.9465,-0.034503217,0.408462104
0.5,0.946625,-0.035995787,0.399857199
0.5,0.94675,-0.036820339,0.390444538
0.5,0.946875,-0.037241957,0.38569622
0.5,0.947125,-0.038733806,0.385667685
0.5,0.94725,-0.038734562,0.386462709
0.5,0.947375,-0.038893482,0.383615006
0.5,0.947625,-0.03960566,0.381985943
0.5,0.94775,-0.041556506,0.385302007
0.5,0.947875,-0.044894089,0.387687027
0.5,0.948,-0.047047286,0.386897885
0.5,0.94825,-0.050068901,0.388681852
0.5,0.948375,-0.052953429,0.391146814
0.5,0.9485,-0.056855553,0.3934868
0.5,0.948625,-0.061297512,0.396794497
0.5,0.948875,-0.06585419,0.406074604
0.5,0.949,-0.064041732,0.410603584
0.5,0.949125,-0.061291893,0.414185899
0.5,0.949375,-0.054716187,0.421337784
0.5,0.9495,-0.052093372,0.426046393
0.5,0.949625,-0.049358665,0.428645421
0.5,0.94975,-0.046757637,0.42915154
0.5,0.95,-0.044108872,0.427187019
0.5,0.950125,-0.044240265,0.42507427
0.5,0.95025,-0.044616246,0.422828967
0.5,0.950375,-0.045130007,0.421544076
0.5,0.950625,-0.045864746,0.42252603
0.5,0.95075,-0.045035289,0.424666166
0.5,0.950875,-0.043227891,0.426440875
0.5,0.951125,-0.038944377,0.423995801
0.5,0.95125,-0.036472463,0.417443213
0.5,0.951375,-0.03488144,0.40904538
0.5,0.9515,-0.034592505,0.401377515
0.5,0.95175,-0.038897143,0.387386618
0.5,0.951875,-0.041287948,0.385131235
0.5,0.952,-0.042366835,0.383673548
0.5,0.952125,-0.042156114,0.384429915
0.5,0.952375,-0.041126008,0.383428068
0.5,0.9525,-0.040376504,0.383398037
0.5,0.952625,-0.039832386,0.384816587
0.5,0.952875,-0.038475157,0.381050311
0.5,0.953,-0.037913129,0.379157783
0.5,0.953125,-0.037763986,0.378128066
